Country,Property Type,Size Factor,Price Factor,Bathroom Factor,Building Age Factor,Density vs. Modernity Factor
Turkey,apartment,0.2842498653443333,-0.0564025305066257,-0.2744317017657648,0.6855788984669329,-0.0942411169460716
Montenegro,apartment,-2.644889996663503,1.0349812348984646,-1.5000060224574685,-0.962338711596086,0.521639225477381
Montenegro,apartment,-2.1897943736803325,0.4780791281515446,-0.7643957119295594,-0.2545192261256157,-0.0911757160515627
Montenegro,apartment,-1.3208361966538231,1.538318720137512,-1.2475098756248093,-0.8372792703862033,0.0301806356104697
Montenegro,apartment,-1.1376718236997998,0.7198314994593635,-1.0848051154590717,-0.5493837076761638,0.1399775348553238
Montenegro,apartment,0.0515591025419976,1.593617971839981,2.377728302952012,-0.0267046588856424,1.0441123569557056
Uzbekistan,apartment,-0.9648537868133612,-0.7040591067438627,0.1595804183321603,1.135988500393076,-0.2104158082653209
Montenegro,apartment,-1.136830496326229,1.1360159485217962,-0.7311747387406413,-0.2801402141399395,-0.2569037892113278
Uzbekistan,apartment,-0.823548911874977,0.6031533068387772,2.372596666516986,0.2145092200812734,1.4675022916657878
Turkey,apartment,-0.0822598526403669,0.4877557268079174,-0.4604857877058636,0.3527091850353287,-0.2142044251546955
Turkey,apartment,-1.366430265713721,1.145822651614611,-0.722992031064406,-0.0640840118686338,-0.2171595829356976
Turkey,apartment,-0.5814054625590651,2.036076534012579,2.299216309237278,-0.065244334104526,0.8189211011524069
Turkey,apartment,-3.2544959213201405,1.381718051616191,-1.2471013966401356,-0.7290238585119716,0.1176517872560276
Turkey,apartment,-0.5092772393702731,0.968813339385792,-0.337334738366555,0.2893542099144047,-0.6110655937124825
Turkey,apartment,-0.2029515753226106,0.9118176776684944,-0.7312108375688859,0.0719409029241097,-0.1664632728251506
Turkey,apartment,0.0523025825297678,0.9060005205692462,-0.9222825478499086,-0.1156159718335457,0.0548479530435134
Turkey,apartment,0.2340845537645189,0.7747359081595995,-0.8274315599981995,0.0228652587746877,0.0119682502085502
Turkey,apartment,-1.3190057847766967,1.129848066476031,1.8486578541339145,-0.1702246320279419,2.054930464636006
Turkey,apartment,-0.5845537720605563,0.573296986239709,-0.1280989444887317,0.5439964934392282,-0.6155212825021456
Montenegro,apartment,-0.8431881607530054,0.8201828008436475,-0.7462179707651542,-0.0583592887311414,-0.0157310966835312
